adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/854zKlXBtboE0A44jpqr7oSnlsh.jpg,"[18, 10749]",1497481,en,CODEC,An uninvited guest unearths bitter tensions within a friendship group celebrating their graduation.,0.1491,/4rmrQkWIu7KMsR5xR6dcHI8x1aH.jpg,2023-06-09,CODEC,False,10.0,1
False,/knmlqX8a4tw3cRYEXW2zrJCXzyY.jpg,"[18, 10751]",1496315,id,Sulung,,0.0214,/AfnqJKbRhR7IU71tQ2VlxUrkzAR.jpg,2023-12-25,Sulung,False,10.0,1
False,,[9648],1495798,fr,Lucidité,,0.1164,/voQZNo4clC9hOtl3OOJ9yIRg47F.jpg,2023-06-06,Lucidité,False,10.0,1
False,,"[35, 80]",1495743,fr,Quiproquo,,0.0289,/bLYxyDJdrdrhIdfLmvNNM5egfyP.jpg,2023-08-25,Quiproquo,False,10.0,1
False,,[],1495192,ja,NEW GENERATION THE LIVE ウルトラマンブレーザー編 ～巡る願い星 SIDE ブレーザー～／スターズ編 ～巡る願い星 SIDE スターズ～,,0.0643,/zQVWbPAVrMx2hMow0I2DizetBE9.jpg,2023-08-07,NEW GENERATION THE LIVE ウルトラマンブレーザー編 ～巡る願い星 SIDE ブレーザー～／スターズ編 ～巡る願い星 SIDE スターズ～,False,10.0,1
False,,[],1495191,ja,NEW GENERATION THE LIVE スターズ編 ～新世代の戦士たち～／ウルトラマンブレーザ,,0.0268,/gaEC0OGnCNOavwTTdkj9U7VmVXm.jpg,2023-07-22,NEW GENERATION THE LIVE スターズ編 ～新世代の戦士たち～／ウルトラマンブレーザ,False,10.0,1
False,/mjxUt19FNEn6CcBr3sL8gnYu04Y.jpg,[99],1494043,fr,"Maurice Baquet, l'Accordé","At once a high-level musician, member of the October Group, entertainer, theater artist, film actor, mountaineer, and skier, Maurice Baquet, always on the move, structured his life around two common threads: the cello and the mountains. He once defined himself as a ""cellist-skier,"" ""all alone"" in this category, which prompted James Couttet, world ski champion, to say: ""Of all the skiers I know, he's the best cellist."" Echoing this, Professor at the Conservatoire National Supérieur, André Navarra, added: ""Of all the cellists I know, he's the best skier."" Throughout his varied yet coherent career, Baquet helped to project a joyful and artistic image of the mountains. Who better to talk about Maurice and all his adventures than his alter-ego: Cérébos, the faithful cello that never left his side? From Paris to Chamonix, from the stage to the granite slabs and snowy slopes, this film follows Cérébos, crossing the century and above all... smiling!",0.9087,/nvOLcH2fNFauNTgHcFdauvF0a5l.jpg,2023-12-02,"Maurice Baquet, The Accorded",False,10.0,1
False,/hBQQ6HN6BR7LlFKqBQBWJz7Ri12.jpg,[53],1493358,de,Do NOT press this button,,0.0362,/bpysGfKCHPEm4SWTjMV1bB1OWSh.jpg,2023-06-29,Do NOT press this button,False,10.0,1
False,/fQQ5QzE8AAAvWJqPK09ZXPuu5lP.jpg,[99],1492188,es,Las Cenizas,"Death, as well as the opportunity for new life, is a duality that is part of the essence of Placilla de Peñuelas.",0.0439,/8Tt9VRCKA9w6G3wwGoZgc8p6IYu.jpg,2023-03-06,The Ashes,False,10.0,2
False,/oW0WuHXyO59Go54xZ2VTDlQRm2e.jpg,"[16, 28, 18, 14]",1489914,en,The Demon Hungers,"After Vox's castle and clan were destroyed by Tokugawa Ieyasu in the year 1616, he tended to his wounds in a cave by the ocean until he was awoken by a savage hunger.",0.2322,/GWoQeTAIjif2cD1xGV0TlwX0ZQ.jpg,2023-11-04,The Demon Hungers,False,10.0,1
False,/bzwnLJQhRWacpfwSgYpfeBBMANU.jpg,"[35, 28]",1489728,en,Team Super,"Green Guardian and his sidekick Purple Nurple form Team Super a dynamic duo that defends the city from real criminals with the greatest superpower of all, the power of friendship. Unfortunately their unconventional methods lead them to the wrong side of trouble.",0.0143,/fXFHenEx4quaa8SNnoZLnp7JEuo.jpg,2023-07-27,Team Super,False,10.0,1
False,,[],1488763,es,La Piñata de Marcel,"A highly imaginative 10-year-old boy befriends his superhero-themed piñata prior to his birthday party. But upon realizing the tragic fate that awaits for his cardboard companion, he must rebel against the celebratory ritual in order to save his only friend.",0.0239,/bpaqSaJuXa8z8SeAv3salMJ4iBB.jpg,2023-01-01,Marcel's Piñata,False,10.0,1
False,,"[35, 10402]",1484912,en,DJ Freakjuice: Your Baby's Daddy,"DJ Freakjuice decides to re-release ""You're Baby's Daddy,"" his #1 hit from 1999, and discovers that the song still has a magical effect on people.",0.0952,/9IA8fKiWLEvK7LtjYMRGbR3bGpD.jpg,2023-12-23,DJ Freakjuice: Your Baby's Daddy,False,10.0,1
False,/vPbqpjtEwfUXBB6cJUp6ed939qJ.jpg,[18],1484866,en,Soul Haven,"'Soul Haven' follows Holden, who wakes in a mysterious paradise with no memory of how he got there. He meets George, another inhabitant haunted by fragments of a forgotten past. As they navigate this dreamlike refuge, their bond deepens amid lush Australian landscapes. The film is a poetic exploration of memory, connection, and the blurred lines between reality and illusion.",0.0536,/6mEPZDukjjN5SxQG5oVXvZFzoge.jpg,2023-07-04,Soul Haven,False,10.0,1
False,,[],1481737,en,The Dyke Show,"From 1979-1984, JEB performed The Dyke Show more than 80 times to packed audiences at community spaces and universities across the US and Canada. Originally titled Lesbian Images in Photography: 1850–1984 and transferred to digital video in 2023, the show includes portraits, documentary and erotic images by historic and contemporary photographers ranging from Alice Austen and Berenice Abbott to Tee Corinne and Leigh Mosley. JEB’s narration is a unique fusion of art history, activist inspiration and stand-up comedy.",0.0214,/10D4vTOGHvjj0gmrzjEhregKcUv.jpg,2023-02-09,The Dyke Show,False,10.0,1
False,/jF3bV38wZqfTmeF0Zy6lsaazQvE.jpg,[18],1481593,en,Olympia In Me,"When a high school student transfers to a new school mid-year, silence feels safer than introductions, and making friends seems more daunting than the past left behind. But within the quiet corners of Olympia: a sunlit library, an empty courtyard, a room where thoughts are gently listened to, something shifts.",0.0,/9PJLeaUTOyTiitYE8AABNu8UBYE.jpg,2023-09-12,Olympia In Me,False,10.0,1
False,/prCef5PZYUtD4iHVOUUyi3fu9it.jpg,[18],1481452,fr,Le Jardin,,0.0,/xQ1D3H9b1VHy7idzPjqUP4kecZi.jpg,2023-04-25,Le Jardin,False,10.0,1
False,/7eacG8k5hFPbLXn0LVfgpSOuSX4.jpg,"[18, 35]",1478527,es,Chirichis,,0.0379,,2023-10-16,Chirichis,False,10.0,1
False,,[],1477234,en,Snail Moves Slowly,A snail and he moves pretty slowly,0.0,,2023-01-04,Snail Moves Slowly,False,10.0,1
False,/y5dGxSgAvsdovUqu0oERCph0yDs.jpg,"[27, 18]",1476859,en,Descent,"A group of young college filmmakers follow Logan, a passionate young director who is inspired to make everything authentic. But what happens when his drive and conviction gets in the way of his friends' safety?",0.0479,/cioHWzAsBigZqfNqLniKBmmfW6R.jpg,2023-05-18,Descent,False,10.0,1
False,/eCE4Ljwh09nQbEn96FLdfAp6YJ4.jpg,"[35, 18]",1476601,pt,Capitalismo: A Fera Imortal,,0.0,/jDA3wieg3aRo4ghGexYrtHg8qSY.jpg,2023-05-20,Capitalismo: A Fera Imortal,False,10.0,1
False,,[9648],1474507,en,The Big Book,Darwin works as a fraud surveillance investigator; spying on those with workers' comp claims to see if they are faking their injury or not. When he's not working (and sometimes while on the job) he sponsors young men in AA.,0.0261,/t4ZKpavbV4ZGNBUSfosqCfhLFFN.jpg,2023-11-09,The Big Book,False,10.0,1
False,/zuQFFFWT9hUF6fhOQdCHuduLS0N.jpg,[18],1578007,en,Fearless Keys,"An introverted young pianist maestro has to overcome his fear of performing in front of people, to not let down the girl he is in love with.",0.1643,/1kwFz1jskWwaFZK9bBRUGIgS58r.jpg,2024-09-20,Fearless Keys,False,10.0,1
False,/du97oSrKz9wBPgQU51L6g5B2AB8.jpg,[18],1577085,ko,일흔다섯 스물하나,"""Seventy-Five Twenty-One,"" that captures the struggles and harmony of young and old alike.  Minseok fails the entrance exam for the Korea National University of Arts and moves to Seoul alone to find a place to live. Ara returns to Korea after filming a violin busking abroad. Chunsim, a building owner who dreams of becoming the best silver YouTuber. Their twists and turns on the notifications are a must-see.",0.0871,/mfTYpkWtrwycnzzCGqyKSpXkWX1.jpg,2024-01-05,Seventy-Five Twenty-One,False,10.0,1
False,/7jc9Q1PyUOnPMZ9BNQAr3Z6ix42.jpg,"[35, 99]",1576106,en,The 300 Video Award Ceremony,The third ever annual(ish) award ceremony celebrating the last 100 videos posted on the Meat & Bones YouTube channel,0.0489,/8kdOWc436QwtB26oxIL3bRU352n.jpg,2024-01-28,The 300 Video Award Ceremony,False,10.0,1
False,/1oaWfHUPUWOLhLaBgLKdMmrzCBJ.jpg,"[18, 9648]",1575289,es,El hombre que no dejaba de mirar atrás,,0.1195,/xTtoMHvnkriQW0ujNOfQ5222Ey.jpg,2024-05-21,El hombre que no dejaba de mirar atrás,False,10.0,1
False,/1lLgHi8z8IOakY2nqxLh69e5Ykq.jpg,"[12, 16]",1574820,pt,São Jorge contra o Dragão,,0.1781,/s5kJMBVHjhf04XdgMZQTceFAKg1.jpg,2024-08-22,São Jorge contra o Dragão,False,10.0,1
False,/gT34U8EHyVfokhvHilgHVGoS4VV.jpg,[10402],1574308,es,Mis Ancestros,"Guided by ayahuasca, Micaela embarks on a spiritual journey into the memory of her lineage. Mis Ancestros (My Ancestors) is the first piece in the ENRAIZAR universe, a visual and sound ritual where body, nature, and spirit intertwine to honor the living heritage that dwells in our DNA. Through visions, dance, and music, Micaela gives thanks to those who survived, fought, and loved before her. This video clip celebrates roots, identity, and the healing power of art.",0.0913,/8MvK1GYyKNg97GSDhNnB1aqmUaF.jpg,2024-06-04,Mis Ancestros,False,10.0,1
False,,"[18, 35, 53]",1574024,en,Bitter Angels,"Two young women kidnap a billionaire. Venom wants revolution, Angel wants revenge.",0.0503,/rEdoiYCPj5dbAJ4IzXFuK2DHf8N.jpg,2024-09-29,Bitter Angels,False,10.0,1
False,,[16],1573709,en,Storm over Hateg Island,"During a rainy day of the Late Cretaceous, we follow a variety of Hateg island animals such as Hatzegopteryx, Tethyshadros, Paludititan, Sabresuchus, Balaur bondoc, an enantiornithine, and many more.",0.0,,2024-05-12,Storm over Hateg Island,False,10.0,1
False,/9X4l2wK4IyPvtMss5k6rm3hJ9Xo.jpg,[14],1573559,en,Voluto,"In a dark and lonely forest lives Camilla, an old and ugly witch who longs for beauty and love. One morning, she stumbles upon an unfamiliar object and is confronted with her distorted reality. Determined to change, Camilla turns to dark magic-but the price is heavier than she expected. Is beauty worth the cost?",0.0143,/bVdR4hdNP3t0yX5KbrwaU4cFZe.jpg,2024-10-31,Voluto,False,10.0,1
False,/rIIrWrHjrZA7zNAhP1P1ZdXoGvx.jpg,"[10752, 10402, 28, 35]",1572466,es,Pero espero el día,,0.0773,/feZM4mfoHVBHrnm8CkP0ai9xOj8.jpg,2024-06-20,Pero espero el día,False,10.0,1
False,,[],1571778,en,Loyalty Check,One shakedown by an authoritarian government is all it takes.,0.0168,/oLu6hfl3uPu3p9BtSsvlzI5rxOd.jpg,2024-10-26,Loyalty Check,False,10.0,1
False,,"[18, 35, 12]",1570391,en,Blackwoods,"In the face of rising mental health challenges among black men, therapist Dillon leads 5 friends on a weekend retreat at a secluded cabin, where they confront their inner demons and rediscover the healing power of brotherhood in Blackwoods.",0.1466,/g1tQPnYFZ9cHRavWOpvK6ibKBeP.jpg,2024-03-09,Blackwoods,False,10.0,1
False,,[99],1570250,hu,Krausz Ferenc - Az elektronok nyomában,"Capturing the Electrons documents the life and career of Nobel Prize-winning Hungarian physicist Ferenc Krausz. His research team has generated and measured the first attosecond light pulse and used it for capturing electrons' motion inside atoms, marking the birth of attophysics. In 2023, jointly with Pierre Agostini and Anne L'Huillier, he was awarded the Nobel Prize in Physics.",0.0143,/lCrRJW44ftBQtEwM7myFAg0Pr7O.jpg,2024-12-30,Capturing the Electrons,False,10.0,1
False,/aaPaqwORVFVeM92xUIkEDC0de9B.jpg,"[18, 878]",1570073,en,Morana: A Long Way Home,"Upon learning the news that a meteor that will collide with Earth in just a few days time, a man anxiously waits and wonders if his brother, who lives on another continent, will make it home in time before the world ends.",0.0168,/7PD21UdL2AXWJXHyeVUO7qNQALQ.jpg,2024-07-04,Morana: A Long Way Home,False,10.0,1
False,/ehhxE78Ut7r0SphzO5Lqr8lMlAY.jpg,[18],1569855,ko,모퉁이를 돌면,A melodrama depicting the journey of a man from the Road View filming crew with a keen eye for direction and a woman who is not good at finding her father on the road.,0.8761,/knbRKUbXyVunRiCw4CLvtnFlBVv.jpg,2024-12-10,The Road in Between,False,10.0,1
False,/qCo0elILfjatVYkLdQs61awolic.jpg,[35],1568831,en,Ryan Nasty: The Ideal Man,"Message from the Filmmaker: This film was never meant to be seen. It was Ryan’s idea to create a film about himself, but unhappy with the results he ordered it to be destroyed. As the filmmaker, I found it important this footage be released. Ryan believes himself to be the ideal man, but upon interviewing him I realized that it’s not so much that he takes extreme pride in his masculinity, but rather his greatest fear is being perceived as feminine. Rarely have I encountered a man as full of it as Ryan.",0.0,/nkjbKxgd5r7kKVMRydd593Yyklx.jpg,2024-11-15,Ryan Nasty: The Ideal Man,False,10.0,1
False,/jWeqoy2usuiocsYioYSpEHtzktP.jpg,[35],1568829,en,Night of the Living Morons,"Appropriated footage from NIGHT OF THE LIVING DEAD, the film tells a story of a group of people bound together in a house hiding from insane republicans as they kill innocent people.",0.0,/o1yucbfMlMFHSRzhhh1zmTHgxu0.jpg,2024-05-07,Night of the Living Morons,False,10.0,1
False,/tE5TuhB7ccqNLKINVyXZe1SnNd.jpg,[99],1568826,en,House // Tenants,Documentary about a house and the people who live inside of it.,0.0,/bE0AF7sCMa4Q2MbCqFq2WJ99aT.jpg,2024-05-07,House // Tenants,False,10.0,1
False,/a64STFqeWBX2u0zVfvwWqc399Np.jpg,"[18, 10402]",1566869,ko,Love 119,“Love 119” is part of Riize’s 1st mini-album Riizing. This pop dance song that has a dreamy atmosphere with a sweet mellow piano riff and drum beat is about the feeling of falling in love for the first time. It express the emotions felt when falling in love in a dreamy and melancholic manner.,0.1923,/iUb3Gzjt4avTvw9gcz2A96146iA.jpg,2024-01-05,Love 119,False,10.0,8
False,,[99],1566613,pt,Campus ITA,,0.0214,/pYfjUyJ3RxnePWXlHLmoV2rRc4r.jpg,2024-04-02,Campus ITA,False,10.0,1
False,,[35],1564834,en,The Debate,"Rising tensions in America. Nick Casal and Kevin Alcazar are set to face off in their first debate of the 2024 election, moderated by Eric Shun. Both candidates will address the issues in the country such as the ongoing wars, inflation, and more.",0.0688,/ly16r62ZJNHxBxLQIPPDZEQPSkS.jpg,2024-10-01,The Debate,False,10.0,1
False,/1DuoA0Rq28H56c3vvJaPrYIQehY.jpg,"[99, 10751]",1564283,pt,LADO A LADO,,0.0297,/8ycLCXzpmEgZIo9cBNItYYw72dI.jpg,2024-09-10,LADO A LADO,False,10.0,1
False,/mUyWhWwV7DkUlRg7urE8hKO2iPl.jpg,"[35, 18]",1562874,xx,Inner Reckoning,A highschooler has to fight off his inner demons while attempting to finish a short film for an application.,0.0143,/mOfTCN4nuKUGmsT4o27eEt4bHYT.jpg,2024-02-01,Inner Reckoning,False,10.0,1
False,/nHIYTe9wyzF4eXGT8OM3woGJCU5.jpg,"[80, 18, 53, 28]",1562418,en,BRINK,"Out of work and desperate for money, a struggling family man plots an elaborate scheme to secure a cash grab that would exceed his drug-fueled ambitions.",0.8591,/tGPVOqTkTtWKZzpnGxessIxdSJg.jpg,2024-10-24,BRINK,False,10.0,1
False,,"[18, 28]",1562070,en,Girls Never Die,"This project follows the resilience of women, symbolising their empowerment and ability to overcome failure and hardship, and how 24 different women from a multitude of lives came together as 1.",0.0382,/kHSnAE6drXG3PjKPAG353ls7xP2.jpg,2024-05-08,Girls Never Die,False,10.0,1
False,,[],1561920,en,Pigeon People,"Pigeons, pigeons everywhere, sweet little birds, or domestic terrorists. The people of Leeds weigh up the big question. Are pigeons with the people or are pigeons against the people? PIGEON PEOPLE PIGEON PEOPLE PIGEON PEOPLE!!",0.0412,/9ICVHCWGhAAMXT6vqiwtR1SnBMD.jpg,2024-02-14,Pigeon People,False,10.0,1
False,,[99],1560919,en,Eurovision: The Most Controversial Edition,Eurovision: The Most Controversial talks about the controversy that happened at the Eurovision Song Contest in 2024 in Sweden.,0.0071,/sxyIozHWZXzTSlKvxarUsqs0LDA.jpg,2024-08-24,Eurovision: The Most Controversial Edition,False,10.0,1
False,/3zLbcQf6ooTV4ogrKOPgi4jbH5Y.jpg,"[18, 10749]",1560823,en,Lets Go to Cinema,"A group of friends are brought together by chance to meet again and resolve a dispute that occurred in the past, despite their different personalities and motivations. However, they agree to go to their favourite place. Will they succeed in overcoming all the obstacles that stand in the way of their passion?",0.0362,/Aa47srYACXCb2vNqW6UQChXUeSd.jpg,2024-11-11,Yalla Cinema,False,10.0,1
False,/fkYnZcdcgeCF3CCCNd2ceII1EC3.jpg,[],1559919,en,The Cobra Kai Movie,"A bullied teen embarks on his journey to become heroic, taking inspiration from the Netflix show, Cobra Kai. With the help of the people that made Cobra Kai possible, he finally overcomes his lack of confidence and defeats his high school bully.",0.1678,/xe5JLYMAjp8UjodG34AjQWxVZ0m.jpg,2024-11-22,The Cobra Kai Movie,False,10.0,1
False,,"[18, 14]",1558283,th,Dream Sequence,"A young woman wakes up from a long daydream, but soon begins to doubt whether she is truly awake or if everything is just a dream.",0.0958,/8VjG8A2ptyKO62rWADsgwf6ZSVV.jpg,2024-11-14,Dream Sequence,False,10.0,1
False,,"[35, 27]",1558219,en,A True Act of Comedy,"In a society desensitized to extreme horror and violence, a young aspiring writer, Robin, grapples with the changing times and his mentally unstable best friend, Reggie, who will do whatever it takes to reach the top.",0.0193,/cSf4TgYLRWDtJGfM6MMoH21eEmJ.jpg,2024-10-04,A True Act of Comedy,False,10.0,1
False,/vpVaqFNin6pSMWj0hWenszRCZsC.jpg,"[35, 18]",1557891,en,I Hate AI,An actor discovers his identity and look has been stolen and replicated by AI.,0.0143,/djLEWmaLfwzL8irbt14TS7rXo8r.jpg,2024-06-01,I Hate AI,False,10.0,1
False,/bUjQFtEwC0fKxyAUvpXeNAynLBp.jpg,"[14, 16]",1557367,es,Aflorar y Fenecer,"Two figures —an angel bathed in light and a widow veiled in mourning— mirror each other’s gestures.  Through the interplay of costume, color, and hand-drawn intervention, Emerge & Fade explores how innocence and disillusion coexist and transform one another.",0.0546,/4pWcew8sSEqstXNjjzdljdwXGaA.jpg,2024-12-04,Emerge & Fade,False,10.0,1
False,/9VrIdymcKJqW8pIcF7ve5Autd5A.jpg,"[14, 37, 878, 28, 12]",1556919,es,Bajo el Sol,,0.0588,/frxEB5WLPhWz62BmB6AlC8WKNev.jpg,2024-05-09,Bajo el Sol,False,10.0,1
False,/uzAp1uKDS5q9biqarXOw78Ah7FD.jpg,[99],1554671,pt,Dentro de Mim Passa Um Rio,,0.0,/pf0N70IxCelZ0PVI7JfQG0bcaQu.jpg,2024-11-29,Dentro de Mim Passa Um Rio,False,10.0,1
False,/6kyO0BIjRpLhnkIFgNnUW80sXhC.jpg,"[99, 10402]",1553114,pt,13 Lentes De Um Final Feliz,,0.0071,/bSINoqzxWaH00RpX7cn5SuxwdBA.jpg,2024-12-24,13 Lentes De Um Final Feliz,False,10.0,1
False,,[18],1552774,fr,Dessine moi l'avenir,,0.0,/pkbx6oDyAk2ebTh0RLRlzJir8E3.jpg,2024-06-28,Dessine moi l'avenir,False,10.0,1
False,,[],1551128,en,MIC DROP - A Hip Hop Short Film,A struggling rapper comes to terms with his ex-girlfriend's commercial success.,0.0071,,2024-09-27,MIC DROP - A Hip Hop Short Film,False,10.0,1
False,/A9UmXgOoviYx3RV9BqgNK6VgZTQ.jpg,[99],1549477,en,to the stranger who has loved you all your life,"An experimental short film that traces the emotional landscape of life after heartbreak. Through intimate narration and cinematography, the film reflects on time, healing, and the rediscovery of self. A quiet yet cinematic portrait of learning to love the stranger within, and rediscovering the beauty of simply being alive.",0.0143,/iEuMJVRW5o0ua4NwtZps57UqKkc.jpg,2024-07-12,to the stranger who has loved you all your life,False,10.0,1
False,/q2S7p2SM14yK6308QuV3CJ56Yjl.jpg,[99],1549228,es,Yvera,,0.1055,/oSYyQzjxoEdD1LtJaJ526mARuIx.jpg,2024-07-31,Yvera,False,10.0,1
False,/vIsGsSwylzgC9lPuprLPb7oR496.jpg,"[99, 10402]",1549049,pt,Conexões da Noite: Moda e Subcultura Paulistana,,0.0,/bhrfcq2ZbYrqfDqd14Brtk4vjBF.jpg,2024-12-13,Conexões da Noite: Moda e Subcultura Paulistana,False,10.0,1
False,/eJck0vRyZnyomrOc78MxVRRDK3d.jpg,"[53, 27]",1548793,en,The Restless,"After Rutherford falls into a manic episode, his dreams start to become independant. Almost like another Person... This Silent film with an original Soundtrack follows Rutherford navigating his repression in his dreams as they start to feel realer and realer.",0.0,/iciagjf5s03h048lGgq6W5ECL37.jpg,2024-03-21,The Restless,False,10.0,1
False,/zA9IWZ1HUpGb12X6Zuy5O3iUxO0.jpg,"[36, 18]",1548667,en,Love & Moral,A young womans search for morality leads her to a schizophrenic break...,0.0214,/8UPHWnG35om5AToQLIe0buln4fu.jpg,2024-06-20,Love & Moral,False,10.0,1
False,,[27],1548209,id,"Diam-Diam, Aku Ingin Melawan",,0.0143,/eAhVfxzT9iYSitNrInitemzWmCX.jpg,2024-12-24,"Diam-Diam, Aku Ingin Melawan",False,10.0,2
False,/xyJUPCTTEQovHTQWvsaHG8qUPpR.jpg,"[18, 10751, 9648]",1547978,fr,Les Intrépides,,0.0286,/qXRiRnRZjGk3hluk5q8TibdaAxy.jpg,2024-01-28,Les Intrépides,False,10.0,1
False,/oFiiiBopqj8y4uXTXigpXR6AyiP.jpg,"[10751, 18, 35]",1547780,id,B:ARE!,"Melek (12) is a 5th grade elementary school student who was the subject of a joke from his teacher, Mr. Koqhar (40). This made her feel ostracized in front of the class. Therefore, she sought out the answer and revealed the secret of her name to her father at home. But when she brought the answer back to class, Melek realized that it wasn't the answer that mattered, but the courage to speak up in front of her",0.0239,/53QcVWLYpe6P2ycNxoqyHVnclsi.jpg,2024-10-08,B:ARE!,False,10.0,1
False,,[27],1547526,en,What's Beyond a Broken Mirror?,An abstract adventure exploring the anxiety of a young mans journey leaving home.,0.0143,,2024-05-13,What's Beyond a Broken Mirror?,False,10.0,1
False,/mkOMuqUBgvZI1b3yhNUUKdgCMLH.jpg,[],1546990,fa,The Last Temptation,"A man finds himself trapped in the world of Faust, where he must confront his deepest nightmares and desires. He meets devil and a pale girl in this world, and to set the girl free, he must make a choice and do sacrifice. At the end, he makes the girl leave the hell she's trapped in, and as the payment, he becomes the devil of the world as the previous devil exits.",0.0071,/pik5C9W8K7YBTfSn5HNAlH3eOMe.jpg,2024-01-10,The Last Temptation,False,10.0,1
False,/6Wkz3qbdiCNyfcrXtPTyPVOPmIv.jpg,"[18, 14]",1546653,pt,O EREMITA,,0.0996,/1iGHYQ4uFXW2AawG5PpFJgmXfAJ.jpg,2024-11-16,O EREMITA,False,10.0,1
False,/2JV5RKvv2Gcm3TYtprFRXIS9cNV.jpg,"[10749, 14]",1546650,en,Arabella,"After Arabella wishes for fame and attention, her world opens up in an entirely new way. But when she tries to hold her audience's attention spans in more desperate ways, she realizes fame isn't as perfect as she thought.",0.0478,/gb4Q9PZkFNdTUmJ2VCWo0J1Hc7Y.jpg,2024-07-05,Arabella,False,10.0,1
False,,[99],1545728,en,my life through my eyes,"A short experimental film that explores one filmmaker’s journey to preserve fleeting moments before they fade. Created as a heartfelt introduction into Koen's film making journey, the film blends nostalgic visuals with inventive storytelling techniques, exploring childhood dreams, the fear of forgetting, and the impulse to document life as it unfolds. This marks Koen’s first true dive into editing and cinematography, born from years of unfinished projects, it stands as a heartfelt introduction to a lifelong pursuit of storytelling, dedicated to the child in all of us who once dreamed.",0.0071,/aNaIaxBjT5bX74kk9bOhxIICHqm.jpg,2024-05-18,my life through my eyes,False,10.0,1
False,/kpMUJakumadQltsyAiUNvAx5QqT.jpg,"[18, 10749]",1544183,en,AGAIN,,0.1484,/iGr5P3cNoBek3ZjZSRqwxs9JC7Q.jpg,2024-11-18,AGAIN,False,10.0,1
False,/kngvKgP38grjUdVg4LCkPgtpKd9.jpg,"[18, 14]",1543912,fr,Parade Nuptiale,,0.0797,/m4fMvC7nT4nPvpJYpnyRSZZL9q3.jpg,2024-04-15,Parade Nuptiale,False,10.0,1
False,/pcAU4E6985RRncBihsuaVo6dG5I.jpg,"[16, 18]",1543631,en,Fly High Mono,"The little mannequin, once content to be sketched, now longs to escape the confines of the canvas.",0.0714,/hXTH6VHPLXk649nClePSDkWUnl9.jpg,2024-04-03,Fly High Mono,False,10.0,1
False,/moTgTQYc5x6lWz1JI8foQhCNNTM.jpg,[],1542586,en,Deadmate,"In a quiet small town, a shocking murder sets the board, and every resident is a piece in a dangerous game. As a determined investigator maneuvers through secrets and lies, each move reveals hidden motives, forcing the town’s players into a high-stakes match where one wrong step could be fatal.",0.0071,/oOPHS2WmEm27gKWJ1dMghkftFTb.jpg,2024-06-13,Deadmate,False,10.0,1
False,/4RfXb45bbrWlgvR8XVBzz6vJIXO.jpg,"[80, 53, 9648]",1541804,en,The strange case of detective Jones,"Two street girls are slain on consecutive nights, their murders echoing a sinister pattern. When a third victim — an amateur model — turns up dead, panic spreads through the city, and whispers of a modern “Jack the Ripper” begin. Detective Jones, recently divorced and battling his own demons, is forced to chase the killer through a spiral of violence where each night brings a new victim… and darker surprises.",0.0931,/phVp44cIXdceQKdAbzTTizgdsJO.jpg,2024-04-23,The strange case of detective Jones,False,10.0,1
False,/1piQcikL2kX1Xk3yXs75gGofAkh.jpg,"[18, 878, 16]",1541171,en,A' Gabhail Ris,A man misses out on life and the end of the world because he’s too busy dwelling on a bad break up.,0.0264,/nKdaKK04Tvwz9oFmwvDR68l5OmM.jpg,2024-02-23,A' Gabhail Ris,False,10.0,1
False,/rtxeFvjeJjPamvUoW1SSitJRIJ4.jpg,"[28, 14, 10752]",1540494,pt,Greve: A Batalha dos Quatro Clãs,"After the rise of a government threat, the four clans (Administrative Artisans, Sorcerer Teachers, Postgraduate Reapers, and Student Warriors) will unite to confront it. Conflict and bloodshed will be inevitable in a battle for rights.",1.1361,/6UKcDA5Ggd2ryaWHNQO8ePQFK56.jpg,2024-06-14,Strike: The Battle of the Four Clans,False,10.0,1
False,/hSnJDOueatGy8F8Hw3kWAo5ZqoB.jpg,[28],1538462,pt,Coockpit e Biggy Woody,,0.0,/6eFnmfpUnKbLfV9RdNsE6QMbsFS.jpg,2024-08-27,Coockpit e Biggy Woody,False,10.0,1
False,/75S1kinGm97iDbvamDyHmG4EEK0.jpg,[14],1538251,es,Desde las Cenizas,A suicidal girl finds herself inexplicably unable to kill herself.,0.0614,/kCwIcSS9g79qJiqiDjtkfGak1RT.jpg,2024-12-14,From the Ashes,False,10.0,1
False,/i1wJnBPA7MjuTfaaLeqEwPUCLSq.jpg,"[18, 9648, 27]",1538014,es,Oblitus,"Oblitus, a substance capable of making you remember and forget memories, becomes the addiction of a man desperate to find his family.",0.0311,/2cCWzBik4WVqY9xTHIrODUTHYu4.jpg,2024-06-24,Oblitus,False,10.0,1
False,/jpr34yER9p6eSILzn2xC9LAYZoI.jpg,"[35, 28, 18]",1536958,en,Nick Eh 30: The Movie,Nick Eh 30 goes on a wild ride after a big mistake,0.0568,/zTfeITVMvxlPVORV5JKPxZoEVVO.jpg,2024-12-08,Nick Eh 30: The Movie,False,10.0,1
